Dışa Aktarım Tarihi:,03.05.2026 16:27:32
Toplam Kayıt Sayısı:,2000

Fon Kodu,Fon Adı,Tarih,Fiyat
MGE,PARDUS PORTFÖY MUTLAK GETİRİ HEDEFLİ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),30.04.2026,"7,445189"
MGH,TEB PORTFÖY MUTLAK GETİRİ HEDEFLİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),30.04.2026,"2,031212"
MHF,MT PORTFÖY BIST HALKA ARZ ŞİRKETLERİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),30.04.2026,"1,920617"
MIK,MT PORTFÖY İKİNCİ SERBEST FON,30.04.2026,"3,26486"
MJB,AKTİF PORTFÖY BİRİNCİ FON SEPETİ FONU,30.04.2026,"7,170501"
MJE,ALBARAKA PORTFÖY KATILIM SERBEST (DÖVİZ-AVRO) FON,30.04.2026,"54,604309"
MJG,AKTİF PORTFÖY GÜMÜŞ FON SEPETİ FONU,30.04.2026,"11,361289"
MJH,AKTİF PORTFÖY FORTUNA SERBEST FON,30.04.2026,"4,362352"
MJK,MEKSA PORTFÖY KARDELEN SERBEST FON,30.04.2026,"35,319742"
MJL,AKTİF PORTFÖY AKTİF SERBEST (DÖVİZ-AVRO) FON,30.04.2026,"57,74087"
MKA,MARMARA CAPİTAL PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),30.04.2026,"1,347606"
MKG,AKTİF PORTFÖY ALTIN KATILIM FONU,30.04.2026,"17,202186"
MKL,İŞ PORTFÖY MKS SERBEST (DÖVİZ) ÖZEL FON,30.04.2026,"58,121289"
MLS,AKTİF PORTFÖY SİYAH BEYAZ SERBEST ÖZEL FON,30.04.2026,"16,562968"
MLT,DENİZ PORTFÖY MELTEM HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),30.04.2026,"1,314266"
MMH,AKTİF PORTFÖY BIST 30 ENDEKSİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),30.04.2026,"16,681519"
MOD,YAPI KREDİ PORTFÖY MODA SERBEST (DÖVİZ) ÖZEL FON,30.04.2026,"56,458777"
MOZ,EMAA BLUE PORTFÖY MOZAİK SERBEST FON,30.04.2026,"1,171401"
MP2,MT PORTFÖY İKİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),30.04.2026,"1,743582"
MP4,MT PORTFÖY DÖRDÜNCÜ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),30.04.2026,"2,618515"
MPD,AKTİF PORTFÖY AKTİF SERBEST (DÖVİZ) FON,30.04.2026,"56,576217"
MPE,MT PORTFÖY PARA PİYASASI KATILIM (TL) FONU,30.04.2026,"1,283441"
MPF,AKTİF PORTFÖY KISA VADELİ KİRA SERTİFİKASI KATILIM (TL) FONU,30.04.2026,"7,422014"
MPI,MEKSA PORTFÖY İSTATİSTİKSEL ARBİTRAJ SERBEST (TL) FON,30.04.2026,"2,766587"
MPK,AKTİF PORTFÖY KİRA SERTİFİKASI KATILIM (TL) FONU,30.04.2026,"8,82733"
MPL,MT PORTFÖY PARA PİYASASI (TL) FONU,30.04.2026,"1,831356"
MPN,AKTİF PORTFÖY İKİNCİ AKTİF SERBEST (DÖVİZ) FON,30.04.2026,"57,514008"
MPP,MEKSA PORTFÖY PRİME SERBEST FON,30.04.2026,"21,82804"
MPS,AKTİF PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),30.04.2026,"24,066533"
MRI,TEB PORTFÖY MERİDYEN SERBEST FON,30.04.2026,"1,254969"
MSK,AZİMUT PORTFÖY MSG SERBEST (TL) ÖZEL FON,30.04.2026,"3,509355"
MSO,QİNVEST PORTFÖY MSK SERBEST (DÖVİZ) ÖZEL FON,30.04.2026,"54,510753"
MSR,MEKSA PORTFÖY ALGORİTMİK STRATEJİLER SERBEST FON,30.04.2026,"2,024372"
MT1,MT PORTFÖY BİRİNCİ SERBEST (DÖVİZ) FON,30.04.2026,"42,6988"
MT2,MT PORTFÖY PARA PİYASASI SERBEST (TL) FON,30.04.2026,"1,228264"
MT5,MT PORTFÖY BEŞİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),30.04.2026,"1,424859"
MT6,MT PORTFÖY ALTINCI HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),30.04.2026,"1,649383"
MT7,MT PORTFÖY YEDİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),30.04.2026,"0,773071"
MT8,MT PORTFÖY SEKİZİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),30.04.2026,"1,913134"
MT9,MT PORTFÖY DOKUZUNCU HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),30.04.2026,"0,553474"
MTD,BV PORTFÖY MALZEME TEKNOLOJİLERİ DEĞİŞKEN FON,30.04.2026,"1,312168"
MTE,MT PORTFÖY BİRİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),30.04.2026,"4,004328"
MTF,MT PORTFÖY BİRİNCİ İSTATİSTİKSEL ARBİTRAJ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),30.04.2026,"1,285213"
MTG,DENİZ PORTFÖY MUTLAK GETİRİ HEDEFLİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOGUN FON),30.04.2026,"1,452034"
MTH,MT PORTFÖY BİRİNCİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),30.04.2026,"1,876327"
MTI,AZİMUT PORTFÖY METİS SERBEST ÖZEL FON,30.04.2026,"0,017341"
MTK,MT PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),30.04.2026,"1,508777"
MTL,AURA PORTFÖY MUTLAK GETİRİ HEDEFLİ SERBEST FON,30.04.2026,"2,982477"
MTS,AKTİF PORTFÖY TARIM VE SÜRDÜRÜLEBİLİRLİK FON SEPETİ FONU,30.04.2026,"2,676985"
MTU,MT PORTFÖY ÜÇÜNCÜ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),30.04.2026,"1,275216"
MTV,AK PORTFÖY METAVERSE VE DİJİTAL YAŞAM TEKNOLOJİLERİ DEĞİŞKEN FON,30.04.2026,"4,976789"
MTX,TEB PORTFÖY METAVERSE VE DİJİTAL TEKNOLOJİLER DEĞİŞKEN FON,30.04.2026,"4,729336"
MUL,MT PORTFÖY BİRİNCİ SERBEST FON,30.04.2026,"1,766671"
MUT,GARANTİ PORTFÖY MUTLAK GETİRİ HEDEFLİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),30.04.2026,"1,757107"
NAK,NEO PORTFÖY ALTIN KATILIM FONU,30.04.2026,"1,059921"
NAL,NEO PORTFÖY ALTINCI SERBEST FON,30.04.2026,"1,862741"
NAU,NEO PORTFÖY ALTIN FONU,30.04.2026,"3,112043"
NBE,NEO PORTFÖY BEŞİNCİ SERBEST FON,30.04.2026,"1,595326"
NBH,NEO PORTFÖY ALGORİTMİK STRATEJİLER SERBEST FON,30.04.2026,"5,929735"
NBO,NEO PORTFÖY BORÇLANMA ARACI FONLARI FON SEPETİ FONU,30.04.2026,"1,336505"
NBZ,NEO PORTFÖY BİRİNCİ SERBEST (DÖVİZ) FON,30.04.2026,"67,403992"
NCS,NUROL PORTFÖY ÜÇÜNCÜ SERBEST (DÖVİZ) FON,30.04.2026,"53,446007"
NCU,NEO PORTFÖY ÜÇÜNCÜ SERBEST (DÖVİZ) FON,30.04.2026,"56,031126"
NDL,ALLBATROSS PORTFÖY ANADOLU HİSSE SENEDİ SERBEST (TL) ÖZEL FON (HİSSE SENEDİ YOĞUN FON),30.04.2026,"2,035898"
NDS,NEO PORTFÖY DÖRDÜNCÜ SERBEST FON,30.04.2026,"0,833163"
NES,INVEO PORTFÖY DÖRDÜNCÜ SERBEST ÖZEL FON,30.04.2026,"2,017786"
NFF,NEO PORTFÖY FON SEPETİ SERBEST FON,30.04.2026,"1,214083"
NFH,NEO PORTFÖY HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),30.04.2026,"2,060294"
NFK,HEDEF PORTFÖY NEHİR HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),30.04.2026,"4,659019"
NHP,NEO PORTFÖY BİRİNCİ FON SEPETİ FONU,30.04.2026,"5,317497"
NHT,DENİZ PORTFÖY NH SERBEST (DÖVİZ) ÖZEL FON,30.04.2026,"59,591747"
NHV,NUROL PORTFÖY BİRİNCİ SERBEST (TL) ÖZEL FON,30.04.2026,"4,121789"
NHY,NEO PORTFÖY BİRİNCİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),30.04.2026,"5,522726"
NIG,TRIVE PORTFÖY SERBEST FON,30.04.2026,"0,993169"
NIS,NEO PORTFÖY İSTATİSTİKSEL ARBİTRAJ SERBEST FON,30.04.2026,"1,528575"
NJF,NUROL PORTFÖY ALTIN KATILIM FONU,30.04.2026,"12,219619"
NJG,NUROL PORTFÖY BİRİNCİ SERBEST FON,30.04.2026,"2,716733"
NJR,NUROL PORTFÖY BİRİNCİ BORÇLANMA ARAÇLARI FONU,30.04.2026,"5,104906"
NJY,NUROL PORTFÖY BİRİNCİ KATILIM FONU,30.04.2026,"6,678385"
NKA,NEO PORTFÖY KATILIM SERBEST (DÖVİZ) FON,30.04.2026,"46,211319"
NKC,NEO PORTFÖY İKİNCİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),30.04.2026,"1,241959"
NKH,NEO PORTFÖY İKİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),30.04.2026,"1,54338"
NKJ,ATA PORTFÖY GIG SİGORTA SERBEST (TL) ÖZEL FON,30.04.2026,"14,404262"
NKK,ATA PORTFÖY YÖNETİMİ A.Ş. SEKİZİNCİ SERBEST FON,30.04.2026,"7,759969"
NKL,AKTİF PORTFÖY KISA VADELİ SERBEST (TL) FON,30.04.2026,"3,138747"
NKM,NEO PORTFÖY KATILIM HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),30.04.2026,"0,997187"
NKP,NEO PORTFÖY KAR PAYI ÖDEYEN DEĞİŞKEN FON,30.04.2026,"1,167575"
NKS,NUROL PORTFÖY GRANADA SERBEST (TL) FON,30.04.2026,"1,805071"
NKT,NUROL PORTFÖY BİRİNCİ KATILIM HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),30.04.2026,"1,337177"
NKV,KUVEYT TÜRK PORTFÖY NKV KATILIM SERBEST ÖZEL FON,30.04.2026,"2,047826"
NLC,TEB PORTFÖY ONALTINCI SERBEST (DÖVİZ) FON,30.04.2026,"47,536265"
NLD,AZİMUT PORTFÖY NL-2 SERBEST (DÖVİZ) ÖZEL FON,30.04.2026,"50,538068"
NLE,NUROL PORTFÖY EMLAK SEKTÖRÜ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),30.04.2026,"1,42616"
NLK,NUROL PORTFÖY KISA VADELİ SERBEST FON,30.04.2026,"1,663697"
NLL,GLOBAL MD PORTFÖY NİL SERBEST FON,30.04.2026,"3,450654"
NME,NUROL PORTFÖY MERCAN KATILIM SERBEST (DÖVİZ) FON,30.04.2026,"54,534273"
NMG,NEO PORTFÖY İKİNCİ SERBEST FON,30.04.2026,"120,679961"
NMU,NUROL PORTFÖY MUTLAK GETİRİ HEDEFLİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),30.04.2026,"1,103467"
NNF,HEDEF PORTFÖY BİRİNCİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),30.04.2026,"22,059318"
NOA,NEO PORTFÖY ALFA SERBEST FON,30.04.2026,"1,422171"
NOI,TACİRLER PORTFÖY NOVA İSTATİSTİKSEL ARBİTRAJ SERBEST FON,30.04.2026,"1,305773"
NOV,AZİMUT PORTFÖY INOVA AGRO HİSSE SENEDİ SERBEST ÖZEL FON (HİSSE SENEDİ YOĞUN FON),30.04.2026,"56,144873"
NP1,NEO PORTFÖY YASEMİN SERBEST FON,30.04.2026,"4,458607"
NPH,NUROL PORTFÖY BİRİNCİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),30.04.2026,"1,71588"
NPK,NEO PORTFÖY İPEKYOLU SERBEST ÖZEL FON,30.04.2026,"1,471274"
NRC,NEO PORTFÖY BİRİNCİ DEĞİŞKEN FON,30.04.2026,"11,243581"
NRG,NEO PORTFÖY BİRİNCİ PARA PİYASASI FONU,30.04.2026,"4,940695"
NRM,NEO PORTFÖY İKİNCİ SERBEST (DÖVİZ) FON,30.04.2026,"135,897038"
NSA,NEO PORTFÖY PARA PİYASASI KATILIM SERBEST FON,30.04.2026,"2,25778"
NSD,NUROL PORTFÖY DÖRDÜNCÜ SERBEST (DÖVİZ) FON,30.04.2026,"60,110345"
NSH,NUROL PORTFÖY İSTATİSTİKSEL ARBİTRAJ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),30.04.2026,"1,95388"
NSK,NEO PORTFÖY BİRİNCİ SERBEST FON,30.04.2026,"5,98129"
NSP,NUROL PORTFÖY PARA PİYASASI KATILIM FONU,30.04.2026,"1,635048"
NSS,NUROL PORTFÖY SONENBERG KAR PAYI ÖDEYEN SERBEST (DÖVİZ) ÖZEL FON,30.04.2026,"59,713315"
NST,İŞ PORTFÖY İNŞAAT SEKTÖRÜ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),30.04.2026,"1,20003"
NSY,NEO PORTFÖY YEDİNCİ SERBEST FON,30.04.2026,"1,304677"
NTB,AZİMUT PORTFÖY AVŞAR SERBEST ÖZEL FON,30.04.2026,"5,604888"
NTD,ÜNLÜ PORTFÖY UFT HİSSE SENEDİ SERBEST ÖZEL FON (HİSSE SENEDİ YOĞUN FON),30.04.2026,"0,434684"
NTF,NEO PORTFÖY TEK SERBEST (TL) FON,30.04.2026,"2,797116"
NTI,NEO PORTFÖY TEKNOLOJİ VE İNOVASYON DEĞİŞKEN FON,30.04.2026,"1,340747"
NTO,NUROL PORTFÖY TRADA SERBEST (DÖVİZ) ÖZEL FON,30.04.2026,"60,983781"
NTS,NUROL PORTFÖY İKİNCİ SERBEST FON,30.04.2026,"2,737564"
NUB,NUROL PORTFÖY BEŞİNCİ SERBEST (DÖVİZ) FON,30.04.2026,"56,391729"
NUG,NUROL PORTFÖY ALTINCI SERBEST (DÖVİZ) FON,30.04.2026,"45,929425"
NUH,NEO PORTFÖY ÜÇÜNCÜ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),30.04.2026,"1,25726"
NVB,NEO PORTFÖY İKİNCİ PARA PİYASASI (TL) FON,30.04.2026,"4,280547"
NVC,NEO PORTFÖY VENTO SERBEST FON,30.04.2026,"4,557981"
NVK,INVEO PORTFÖY KATILIM SERBEST (DÖVİZ) FON,30.04.2026,"43,548526"
NVP,NUROL PORTFÖY İKİNCİ SERBEST (DÖVİZ) ÖZEL FON,30.04.2026,"63,717236"
NVT,NEO PORTFÖY ÜÇÜNCÜ SERBEST (TL) FON,30.04.2026,"4,145166"
NVZ,NEO PORTFÖY ORSA SERBEST (DÖVİZ) FON,30.04.2026,"54,564486"
NYH,NUROL PORTFÖY İAU SERBEST (DÖVİZ) ÖZEL FON,30.04.2026,"57,824734"
NZH,NEO PORTFÖY İKİNCİ DEĞİŞKEN FON,30.04.2026,"3,211023"
NZT,NEO PORTFÖY PARA PİYASASI SERBEST FON,30.04.2026,"5,384383"
NZU,NUROL PORTFÖY ZÜMRÜT KATILIM SERBEST (DÖVİZ) FON,30.04.2026,"47,459192"
OAB,QNB PORTFÖY AYDOĞAN SERBEST (DÖVİZ) ÖZEL FON,30.04.2026,"71,043016"
OBI,OYAK PORTFÖY İKİNCİ BORÇLANMA ARAÇLARI (TL) FONU,30.04.2026,"2,831878"
OBN,AK PORTFÖY ONBEŞİNCİ SERBEST (DÖVİZ) FON,30.04.2026,"54,182028"
OBP,OYAK PORTFÖY İKİNCİ DEĞİŞKEN FON,30.04.2026,"0,18671"
OBR,AK PORTFÖY ONBİRİNCİ SERBEST (DÖVİZ) FON,30.04.2026,"50,215824"
OCM,QNB PORTFÖY SM SERBEST (DÖVİZ) ÖZEL FON,30.04.2026,"64,286161"
OCN,QNB PORTFÖY SEFA SERBEST (DÖVİZ) ÖZEL FON,30.04.2026,"47,122573"
OCT,QNB PORTFÖY DENİZ YILDIZI SERBEST (DÖVİZ) ÖZEL FON,30.04.2026,"68,409618"
ODD,OYAK PORTFÖY DÖRDÜNCÜ SERBEST FON,30.04.2026,"10,034757"
ODG,ONE PORTFÖY İKİNCİ DEĞİŞKEN FON,30.04.2026,"1,0376"
ODN,AK PORTFÖY ONDÖRDÜNCÜ SERBEST (DÖVİZ) FON,30.04.2026,"52,563439"
ODP,OSMANLI PORTFÖY BİRİNCİ SERBEST FON,30.04.2026,"6,155611"
ODS,OYAK PORTFÖY İKİNCİ SERBEST(DÖVİZ) FON,30.04.2026,"65,849964"
ODV,AK PORTFÖY ÜÇÜNCÜ FON SEPETİ FONU,30.04.2026,"19,325535"
OFA,OYAK PORTFÖY TÜRKİYE FİNANS KATILIM SERBEST (DÖVİZ-AVRO) FON,30.04.2026,"54,410939"
OFB,OYAK PORTFÖY İSTATİSTİKSEL ARBİTRAJ SERBEST (TL) FON,30.04.2026,"10,076512"
OFI,OYAK PORTFÖY İKİNCİ FON SEPETİ FONU,30.04.2026,"3,787101"
OFK,OYAK PORTFÖY TÜRKİYE FİNANS KATILIM SERBEST (DÖVİZ-ABD DOLARI) FON,30.04.2026,"48,585985"
OFO,QNB PORTFÖY JKDK SERBEST (DÖVİZ) ÖZEL FON,30.04.2026,"64,318429"
OFS,OYAK PORTFÖY BİRİNCİ FON SEPETİ FONU,30.04.2026,"7,745869"
OGD,OYAK PORTFÖY ALTIN KATILIM FONU,30.04.2026,"11,458387"
OGF,OYAK PORTFÖY OYAK ÜYELERI İLE ÇALIŞANLARıNA YÖNELİK BORÇLANMA ARAÇLARI ÖZEL FONU,30.04.2026,"8,361437"
OGV,QNB PORTFÖY HUNA SERBEST (DÖVİZ) ÖZEL FON,30.04.2026,"66,855139"
OHB,OYAK PORTFÖY BİRİNCİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),30.04.2026,"23,283903"
OHI,PARDUS PORTFÖY ONUNCU HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),30.04.2026,"0,050291"
OHK,OYAK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),30.04.2026,"2,623787"
OIL,OSMANLI PORTFÖY ALTIN FON SEPETİ FONU,30.04.2026,"3,823527"
OIR,OSMANLI PORTFÖY DENGELİ FON SEPETİ FONU,30.04.2026,"4,655653"
OIS,QİNVEST PORTFÖY İKİNCİ SERBEST ÖZEL FON,30.04.2026,"3,140811"
OJB,QNB PORTFÖY BEŞİNCİ SERBEST (DÖVİZ) FON,30.04.2026,"49,617784"
OJH,QİNVEST PORTFÖY BİRİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),30.04.2026,"9,736096"
OJK,QNB PORTFÖY ALTIN FONU,30.04.2026,"13,092442"
OJT,QNB PORTFÖY TEKNOLOJİ FON SEPETİ FONU,30.04.2026,"10,952347"
OJU,QNB PORTFÖY UFUK SERBEST (DÖVİZ) ÖZEL FON,30.04.2026,"63,915264"
OJY,QNB PORTFÖY YALÇIN SERBEST (DÖVİZ) ÖZEL FON,30.04.2026,"73,843293"
OKD,OYAK PORTFÖY BİRİNCİ DEĞİŞKEN FON,30.04.2026,"0,566087"
OKF,OYAK PORTFÖY KAR PAYI ÖDEYEN BİRİNCİ SERBEST (TL) FON,30.04.2026,"4,204749"
OKP,OYAK PORTFÖY BİRİNCİ KISA VADELİ BORÇLANMA ARAÇLARI (TL) FONU,30.04.2026,"5,75609"
OKT,OYAK PORTFÖY BİRİNCİ BORÇLANMA ARAÇLARI FONU,30.04.2026,"0,145384"
OLA,OSMANLI PORTFÖY İKİNCİ SERBEST (DÖVİZ- AVRO) FON,30.04.2026,"51,57159"
OLD,QNB PORTFÖY TEMİZ ENERJİ VE SU FON SEPETİ FONU,30.04.2026,"3,088293"
OLE,OSMANLI PORTFÖY BİRİNCİ FON SEPETİ FONU,30.04.2026,"4,48407"
OMB,QİNVEST PORTFÖY MAB SERBEST (DÖVİZ) ÖZEL FON,30.04.2026,"59,358198"
OMC,QNB PORTFÖY ORKİDE SERBEST (DÖVİZ) ÖZEL FON,30.04.2026,"66,855804"
OME,PARDUS PORTFÖY EVREN SERBEST FON,30.04.2026,"24,643671"
OMG,AZİMUT PORTFÖY İKİNCİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),30.04.2026,"1,723282"
ONB,TEB PORTFÖY ALTERNATİF BANK SERBEST (DÖVİZ) ÖZEL FON,30.04.2026,"48,778583"
OND,QNB PORTFÖY KAR PAYI ÖDEYEN ONBİRİNCİ SERBEST (DÖVİZ) FON,30.04.2026,"45,071898"
ONE,AKTİF PORTFÖY BİRİNCİ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),30.04.2026,"1,464448"
ONF,AK PORTFÖY ONALTINCI SERBEST (DÖVİZ-POUND) FON,30.04.2026,"61,386488"
ONK,AK PORTFÖY ONİKİNCİ SERBEST (DÖVİZ-AVRO) FON,30.04.2026,"56,757233"
ONN,AKTİF PORTFÖY AKTİF ONİKS SERBEST (TL) FON,30.04.2026,"5,744764"
ONS,İŞ PORTFÖY ONİKİNCİ SERBEST (DÖVİZ) FON,30.04.2026,"50,336513"
ONT,TEB PORTFÖY ONDÖRDÜNCÜ SERBEST (DÖVİZ) FON,30.04.2026,"49,228371"
ONY,TEB PORTFÖY ONYEDİNCİ SERBEST (DÖVİZ-POUND) FON,30.04.2026,"62,045518"
OPB,OSMANLI PORTFÖY BİRİNCİ DEĞİŞKEN FON,30.04.2026,"12,403045"
OPD,OSMANLI PORTFÖY ANKA SERBEST FON,30.04.2026,"7,597418"
OPF,OSMANLI PORTFÖY AGRESİF DEĞİŞKEN FON,30.04.2026,"2,83613"
OPH,OSMANLI PORTFÖY BİRİNCİ HİSSE SENEDİ FONU(HİSSE SENEDİ YOĞUN FON),30.04.2026,"24,248446"
OPI,OSMANLI PORTFÖY KAR PAYI ÖDEYEN HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),30.04.2026,"23,565144"
OPJ,QNB PORTFÖY QNB PARA PİYASASI (TL) FONU,30.04.2026,"1,497903"
OPL,OSMANLI PORTFÖY İKİNCİ DEĞİŞKEN FON,30.04.2026,"9,150392"
OPZ,AK PORTFÖY ÖPY ALTINCI SERBEST ÖZEL FON,30.04.2026,"5,228932"
ORC,QINVEST PORTFÖY ALFA SERBEST FON,30.04.2026,"1,411588"
ORI,AZİMUT PORTFÖY ORGANİK SERBEST (DÖVİZ) ÖZEL FON,30.04.2026,"56,433303"
OSD,OSMANLI PORTFÖY ÖZEL SEKTÖR BORÇLANMA ARAÇLARI FONU,30.04.2026,"12,583362"
OSF,NEO PORTFÖY BALKAN SERBEST FON,30.04.2026,"98,596212"
OSH,OSMANLI PORTFÖY MİNERVA SERBEST FON,30.04.2026,"0,517778"
OSL,OSMANLI PORTFÖY KISA VADELİ BORÇLANMA ARAÇLARI (TL) FONU,30.04.2026,"0,138477"
OSN,AK PORTFÖY ONUNCU SERBEST FON,30.04.2026,"1,411539"
OTE,QNB PORTFÖY TAYMER SERBEST (DÖVİZ) ÖZEL FON,30.04.2026,"62,684316"
OTF,OYAK PORTFÖY TÜRKİYE FİNANS KISA VADELİ KİRA SERTİFİKASI KATILIM (TL) FONU,30.04.2026,"6,192927"
OTJ,OYAK PORTFÖY KIYMETLİ MADENLER FON SEPETİ FONU,30.04.2026,"7,247722"
OTK,OYAK PORTFÖY BİRİNCİ KATILIM SERBEST FON,30.04.2026,"7,528963"
OTM,AZİMUT PORTFÖY OTOMOTİV SEKTÖRÜ DEĞİŞKEN FON,30.04.2026,"1,300454"
OTZ,QNB PORTFÖY TANER SERBEST (DÖVİZ) ÖZEL FON,30.04.2026,"65,349105"
OUB,OSMANLI PORTFÖY ÜÇÜNCÜ SERBEST (TL) FON,30.04.2026,"6,251548"
OUD,OSMANLI PORTFÖY ATLANTİK SERBEST (DÖVİZ) FON,30.04.2026,"62,224332"
OUN,AK PORTFÖY ONÜÇÜNCÜ SERBEST (DÖVİZ) FON,30.04.2026,"50,295046"
OUR,OSMANLI PORTFÖY PASİFİK SERBEST (DÖVİZ) FON,30.04.2026,"78,568529"
OUY,QİNVEST PORTFÖY BİRİNCİ SERBEST (DÖVİZ) ÖZEL FON,30.04.2026,"61,54259"
OVD,QNB PORTFÖY EMTİA FON SEPETİ FONU,30.04.2026,"3,243736"
OVR,QNB PORTFÖY FAGİ SERBEST (DÖVİZ) ÖZEL FON,30.04.2026,"65,359601"
OVT,QNB PORTFÖY DCD SERBEST (DÖVİZ) ÖZEL FON,30.04.2026,"76,609533"
OYL,OYAK PORTFÖY BİRİNCİ PARA PİYASASI (TL) FONU,30.04.2026,"0,143722"
OYS,OYAK PORTFÖY ÜÇÜNCÜ SERBEST (TL) FON,30.04.2026,"9,158074"
OYT,OYAK PORTFÖY BİRİNCİ SERBEST FON,30.04.2026,"0,12202"
OZC,QİNVEST PORTFÖY BİRİNCİ SERBEST ÖZEL FON,30.04.2026,"2,68294"
P1A,A1 CAPİTAL PORTFÖY PARA PİYASASI (TL) SERBEST FON,30.04.2026,"1,33731"
PAB,A1 CAPİTAL PORTFÖY PARA PİYASASI (TL) FONU,30.04.2026,"1,241343"
PAC,AZİMUT PORTFÖY AC SERBEST ÖZEL FON,30.04.2026,"3,262185"
PAF,PARDUS PORTFÖY ALTIN FONU,30.04.2026,"3,493255"
PAI,AK PORTFÖY ING ÖZEL BANKACILIK VE PLATINUM MUTLAK GETİRİ HEDEFLİ DEĞİŞKEN ÖZEL FON,30.04.2026,"6,220198"
PAL,AK PORTFÖY ALTINCI SERBEST(DÖVİZ) FON,30.04.2026,"53,043294"
PAO,PARDUS PORTFÖY ANADOLU HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),30.04.2026,"1,359555"
PAU,GARANTİ PORTFÖY SERBEST (DÖVİZ-POUND) FON,30.04.2026,"63,082512"
PBE,PUSULA PORTFÖY BATI SERBEST FON,30.04.2026,"3,926591"
PBF,PHİLLİP PORTFÖY BİRİNCİ SERBEST ÖZEL FON,30.04.2026,"1,817549"
PBH,PUSULA PORTFÖY BİRİNCİ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),30.04.2026,"1,321271"
PBI,PARDUS PORTFÖY BİRİNCİ FON SEPETİ FONU,30.04.2026,"2,030698"
PBK,QİNVEST PORTFÖY BİRİNCİ KATILIM SERBEST (DÖVİZ) FON,30.04.2026,"54,971908"
PBN,PİRAMİT PORTFÖY BİRİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),30.04.2026,"1,346053"
PBR,PUSULA PORTFÖY BİRİNCİ DEĞİŞKEN FON,30.04.2026,"3,84985"
